user_id,time,upload_time,title,description,tag,longitute,latitute,url
16794180@N00,2012-12-08 04:56:15.0,1355117620,IMG_3167,Harriet+Tregoning+at+the+DC+Office+of+Planning+Zoning+Regulations+Review+Ward+6+Community+Meeting, ,-77.017453,38.877954,http://farm9.staticflickr.com/8490/8259479433_41406778ab.jpg
22849438@N02,2012-12-08 09:02:33.0,1355652164,Ko%60olau+Range+and+clouds, ,"cloud,d7000,falls,green,hawaii,hike,hill,island,kailua,koolau,maunawili,maunawili+falls,mountain,nikon,nikon+d7000,oahu,range,trail,tree",-157.771182,21.352704,http://farm9.staticflickr.com/8209/8277453292_f82bf64be2.jpg
63014123@N02,2012-12-08 09:27:01.0,1355841846,_T9A7324, ,"150th,civil+war,fredericksburg",-77.440964,38.26443,http://farm9.staticflickr.com/8212/8284536988_3bea130fe1.jpg
86638489@N00,2012-12-08 10:15:07.0,1355018977, , ,"2012+reagan+invitational,apex,charlotte+catholic,forsyth+country+day,north+davidson+high,reagan+high+school,swim+meet,swim+teams,west+forsyth+high+school,wssu",-80.225601,36.090308,http://farm9.staticflickr.com/8081/8255642125_b536e5af63.jpg
14580956@N08,2012-12-08 10:50:00.0,1355069070,4thBigGeorge+CarShow_12-8-12-4088.jpg, ,"cars,carshow,harleydavidson,hdr,jacksonville,motorcycle,music,tribute",-81.57367,30.222057,http://farm9.staticflickr.com/8078/8257196765_32ac1b24bc.jpg
63014123@N02,2012-12-08 11:03:04.0,1355858829,_T9A7443, ,"150th,fredericksburg",-77.452914,38.295122,http://farm9.staticflickr.com/8208/8284248857_b8a681942d.jpg
14580956@N08,2012-12-08 11:39:15.0,1355070289,4thBigGeorge+CarShow_12-8-12-4187.jpg, ,"cars,carshow,harleydavidson,hdr,jacksonville,motorcycle,music,tribute",-81.57367,30.222057,http://farm9.staticflickr.com/8213/8258327484_bc1d703c8c.jpg
10299779@N03,2012-12-08 11:50:44.0,1388446893,Carlisle_2012+12+08_1573,The+Old+Public+Graveyard+in+Carlisle+is+home+to+veterans+from+the+Revolutionary+War+through+the+Korean+War%2C+and+Mary+Hays+McCauly%2C+better+known+as+Molly+Pitcher%2C+recognized+for+her+bravery+during+the+Revolutionary+War.,"carlisle,harvey+barrison,hbarrison,pennsylvania",-77.187948,40.197644,http://farm8.staticflickr.com/7326/11656660763_751c0cb82a.jpg
86491730@N00,2012-12-08 12:34:59.0,1354991699,the+king%27s+gone+retro,follow+me+on+instagram%21%0A%3Ca+href%3D%22http%3A%2F%2Finstagram.com%2Fmamichanmakes%22+rel%3D%22nofollow%22%3Einstagram.com%2Fmamichanmakes%3C%2Fa%3E,"eats,instagram",-93.224502,44.883573,http://farm9.staticflickr.com/8199/8254604133_dd70915afa.jpg
96261818@N00,2012-12-08 13:20:11.0,1356661326,New+Hill+Train+Ride+2012,Other+trains+we+saw+during+our+train+ride, ,-78.976334,35.660831,http://farm9.staticflickr.com/8493/8315761027_e20ea01670.jpg
