user_id,time,upload_time,title,description,tag,longitute,latitute,url
75012107@N05,2012-12-02 10:45:53.0,1354573036,Pottstown+Funky+Santa+Race+LV, ,"fitness,funky+santa+run,pottstown+borough,runners,running,schuylkill+river+greenway",-75.656619,40.2417,http://farm9.staticflickr.com/8347/8242932434_4a75abc371.jpg
7702423@N04,2012-12-02 11:44:05.0,1354483499,Wonderful+cats+at+the+Mosaic+Feline+Rescue+%28Ann+Arbor%2C+Michigan%29+-+December+2%2C+2012,Volunteering+at+the+Mosaic+Feline+Rescue+in+Ann+Arbor.++These+are+wonderful+cats+and+are+looking+for+a+good+home.++There+are+lots+of+kittens+at+Mosaic+right+now.++These+photos+are+from+Sunday+December+2%2C+2012.,"adoption,animals,ann+arbor,caring,cat+rescue,cat+shelter,cats,kittens,litter,michigan,mosaic+feline+rescue,mosaicphotos12022012,pets,shelter",-83.751354,42.282643,http://farm9.staticflickr.com/8063/8238366059_2b124fa83b.jpg
26449522@N05,2012-12-02 12:58:25.0,1355031804,2012+Byron+Extreme+Tournament,2+Dec+2012, ,-89.266233,42.131521,http://farm9.staticflickr.com/8060/8256029815_f0ac5b7da3.jpg
92238055@N00,2012-12-02 15:45:16.0,1354506057,Marin+Winter,Extreme+rains+this+weekend+made+for+lovely+wet%2Fmuddy+riding+with+blue+skies+today.,"650b,california,ebisu,marin,olema",-122.770834,38.046166,http://farm9.staticflickr.com/8479/8240489428_1a6f4febd6.jpg
50575685@N00,2012-12-02 15:51:37.0,1354492297,upload, ,"instagram+app,iphoneography,rise,square,square+format",-122.251017,37.754489,http://farm9.staticflickr.com/8485/8239861520_8acb42e7b4.jpg
35807342@N00,2012-12-02 16:16:26.0,1354990451,Park+%2B+Vine,Paint+cans+at+Park+%2B+Vine.,"cincinnati,mythic+paint,ohio,paint,park+%2B+vine,thisisotr",-84.511484,39.109272,http://farm9.staticflickr.com/8203/8254554697_435076c159.jpg
25396215@N00,2012-12-02 16:17:26.0,1355365791,english+bay+panorama, ,"beach,english+bay,panorama,vancouver",-123.142834,49.285833,http://farm9.staticflickr.com/8065/8267769025_f0b017f0e6.jpg
33692317@N05,2012-12-02 16:22:47.0,1355152321,P1000828, , ,-83.3908,34.738147,http://farm9.staticflickr.com/8494/8261602838_2c804013ae.jpg
36357702@N08,2012-12-02 16:55:20.0,1354510289,A+Nereid%2C+attributed+to+Giuseppe+Mazzuoli%2C+ca+1705, , ,-77.020018,38.891383,http://farm9.staticflickr.com/8060/8240660354_fb6220495d.jpg
35468148844@N01,2012-12-02 18:47:30.0,1354856224,2012-12-02+18.47.30, , ,-74.773889,40.623055,http://farm9.staticflickr.com/8483/8251878726_2f92a0e111.jpg
88442983@N00,2012-12-02 19:06:25.0,1355371465,IMG_20121202_190532, ,"instagram,united+states,usa,va,virginia,williamsburg,williamsburg+city",-76.699923,37.270205,http://farm9.staticflickr.com/8076/8269021008_41e783e34c.jpg
41745021@N00,2012-12-02 23:16:07.0,1354508167,Liturgical+Camoflauge+%23lessonsandcarols, ,"instagram+app,iphoneography,rise,square,square+format",-85.917831,35.195369,http://farm9.staticflickr.com/8067/8239514085_74e126c20b.jpg
37276964@N00,2012-12-02 04:17:40.0,1354439860,%40erikgrosfeld, , ,-74.000038,40.732947,http://farm9.staticflickr.com/8206/8237633920_8819683e47.jpg
7702423@N04,2012-12-02 10:42:07.0,1354482429,Wonderful+cats+at+the+Mosaic+Feline+Rescue+%28Ann+Arbor%2C+Michigan%29+-+December+2%2C+2012,Volunteering+at+the+Mosaic+Feline+Rescue+in+Ann+Arbor.++These+are+wonderful+cats+and+are+looking+for+a+good+home.++There+are+lots+of+kittens+at+Mosaic+right+now.++These+photos+are+from+Sunday+December+2%2C+2012.,"adoption,animals,ann+arbor,caring,cat+rescue,cat+shelter,cats,kittens,litter,michigan,mosaic+feline+rescue,mosaicphotos12022012,pets,shelter",-83.751354,42.282643,http://farm9.staticflickr.com/8346/8239378106_d0d28f4488.jpg
26582481@N08,2012-12-02 11:41:58.0,1387758533,shark+bus, ,"ashwaubenon,green+bay,united+states,wi,wisconsin",-88.054642,44.495983,http://farm4.staticflickr.com/3736/11505085093_32d97802b5.jpg
48099890@N08,2012-12-02 12:10:50.0,1355176132,9%2F11+memorial+%23106, ,"9%2F11,favorites,nyc,portal,xmap",-73.85824,40.863265,http://farm9.staticflickr.com/8490/8261588739_58ac561c55.jpg
26449522@N05,2012-12-02 13:27:36.0,1355032319,2012+Byron+Extreme+Tournament,2+Dec+2012, ,-89.266233,42.131521,http://farm9.staticflickr.com/8201/8257114614_451583feba.jpg
86676138@N00,2012-12-02 15:07:12.0,1354495829,EM5_PC021024, ,"%23selfie,elevator,houston,mfah,museum+district,museum+of+fine+arts,tx,usa",-95.389287,29.725085,http://farm9.staticflickr.com/8489/8240020854_ef4c0808d8.jpg
29737472@N00,2012-12-02 16:53:59.0,1354691591,IMAG3023, , ,-73.982684,40.750322,http://farm9.staticflickr.com/8487/8245794391_9f2d1349c3.jpg
36791303@N00,2012-12-02 21:55:02.0,1354511040,LEAN0321.JPG,%23LeanStartup+%23Ignite,"california,lean,san+francisco,startup,united+states",-122.404426,37.782177,http://farm9.staticflickr.com/8342/8239621103_5ceac116f3.jpg
85659491@N00,2012-12-02 22:00:12.0,1354507802,Andy+Fitts+playing+bass+w%2F+%40davidbazan+%40danssilverleaf+%23control, ,"concert,consumerist,control,dan%27s+silverleaf,david+bazan,denton,dfw,live,music,nffcnnr,pedro+the+lion,pegnews,rock,texas",-97.130084,33.214249,http://farm9.staticflickr.com/8340/8239499845_4c0464d0a1.jpg
36791303@N00,2012-12-02 22:52:25.0,1354514643,LEAN1004.JPG,%23LeanStartup+%23Ignite,"california,lean,san+francisco,startup,united+states",-122.404319,37.78215,http://farm9.staticflickr.com/8347/8239739121_eb91c4554a.jpg
66727626@N00,2012-12-02 03:23:11.0,1354574958,Al+Pitrelli,Trans-Siberian+Orchestra%0AThe+Lost+Christmas+Eve+Tour%0AOrleans+Arena%0ALas+Vegas%2C+Nevada,"2012,al+pitrelli,james+marvin+phelps,jmp+photography,las+vegas,mandj98,nevada,orleans+arena,photography,the+lost+christmas+eve+tour,trans-siberian+orchestra",-115.202309,36.105758,http://farm9.staticflickr.com/8342/8243014144_b623a4d0a3.jpg
83850382@N02,2012-12-02 10:32:14.0,1355171676,DSC_1741, ,"hampton+beach,hampton+beach%2C+n.h.",-70.810489,42.909354,http://farm9.staticflickr.com/8359/8262458328_9b03eac417.jpg
