user_id,time,upload_time,title,description,tag,longitute,latitute,url
7702423@N04,2007-01-02 23:44:08.0,1210037999,Morning+at+a+construction+site+%28Saline%2C+Michigan%29, ,"construction,construction+site,crane,michigan,saline",-83.782854,42.165773,http://farm3.staticflickr.com/2391/2468958377_8fd3370da1.jpg
7702423@N04,2007-07-10 00:00:13.0,1184195057,Grand+Haven+Lighthouse+%28Michigan%29,Taken+on+July+10%2C+2007+on+a+great+windy+day+on+the+Lake+Michigan+Shore%2C+this+is+the+Grand+Haven+Lighthouse.++This+is+the+outer+light%2C+which+was+originally+the+fog+signal+building.,"grand+haven,lighthouse",-86.249735,43.057443,http://farm2.staticflickr.com/1004/779878839_9a8158b538.jpg
7702423@N04,2007-07-23 16:07:14.0,1185493976,Port+Dover+Lighthouse,Lighthouse+at+Port+Dover+in+Norfolk+County%2C+Ontario+along+the+shore+of+Lake+Erie.++There+are+two+lights+on+piers+that+extend+into+Lake+Erie+from+the+Lynn+River.++The+larger+light+is+on+the+western+pier+that+visitors+can+walk+on.++The+other+pier+has+a+beacon+light.,"canada,lake+erie,lighthouse,ontario,port+dover",-80.201117,42.782055,http://farm2.staticflickr.com/1017/909250503_cb55e1081f.jpg
7702423@N04,2007-07-23 17:00:36.0,1185586680,Port+Maitland+Lighthouse,Port+Maitland+Lighthouse%2C+located+on+the+western+pier+where+the+Grand+River+flows+into+Lake+Erie.++Port+Maitland+is+a+small+community+located+in+Haldimand+County%2C+Ontario%2C+Canada.++The+eastern+pier+has+a+beacon+light+at+the+end+of+the+pier.,"canada,grand+river,lake+erie,ontario,port+maitland,port+maitland+lighthouse",-79.578566,42.855644,http://farm2.staticflickr.com/1360/921599525_b71bd63d41.jpg
7702423@N04,2007-07-24 06:12:34.0,1186263943,Fort+Niagara+Light,Built+in+1871+and+first+lit+in+1872%2C+this+limestone+lighthouse+is+located+on+the+grounds+of+Fort+Niagara%2C+where+the+Niagara+River+flows+into+Lake+Ontario.++Adjacent+to+the+lighthouse+is+an+iron+plate+oil+house%2C+built+early+in+the+20th+Century.++The+lighthouse+is+in+Youngstown%2C+New+York.,"fort+niagara+light,lake+ontario,lighthouse,new+york,niagara+river,youngstown",-79.060513,43.261729,http://farm2.staticflickr.com/1137/1010330325_7a47b17521.jpg
7702423@N04,2007-07-24 10:09:12.0,1186844541,Charlotte-Genesee+Lighthouse+Interior,Interior+of+The+Charlotte-Genesee+Lighthouse%2C+which+sits+high+above+the+bluff+where+the+Genesee+River+flows+into+Lake+Ontario+in+Rochester%2C+New+York.++The+Lighthouse+was+built+in+1822%2C+but+was+abandoned+in+1884+in+preference+to+a+lighthouse+on+the+pier+directly+on+the+lake.++The+height+of+the+lighthouse+is+40+feet+and+has+a+Fourth+order+Fresnel+Lens.++It+houses+a+great+museum+that+showcases+the+history+of+the+light+and+that+part+of+Rochester%2C+New+York.,"charlotte-genesee+lighthouse,genesee+river,lake+ontario,lighthouse,new+york,rochester",-77.60991,43.254142,http://farm2.staticflickr.com/1137/1083146416_1104e779d3.jpg
7702423@N04,2007-07-24 11:12:41.0,1186844877,Charlotte-Genesee+Lighthouse,The+Charlotte-Genesee+Lighthouse%2C+which+sits+high+above+the+bluff+where+the+Genesee+River+flows+into+Lake+Ontario+in+Rochester%2C+New+York.++The+Lighthouse+was+built+in+1822%2C+but+was+abandoned+in+1884+in+preference+to+a+lighthouse+on+the+pier+directly+on+the+lake.++The+height+of+the+lighthouse+is+40+feet+and+has+a+Fourth+order+Fresnel+Lens.++It+houses+a+great+museum+that+showcases+the+history+of+the+light+and+that+part+of+Rochester%2C+New+York.,"charlotte-genesee+lighthouse,genesee+river,lake+ontario,lighthouse,new+york,rochester",-77.60991,43.254142,http://farm2.staticflickr.com/1240/1082336141_a29baf2a76.jpg
7702423@N04,2007-07-24 13:09:10.0,1190467194,Interior+of+the+Tower+-+Old+Sodus+Light+%28or+Sodus+Point+Light%2C+Sodus+Point%2C+New+York%29,Old+Sodus+Light+overlooks+Sodus+Bay%2C+New+York+on+Lake+Ontario.++It+was+built+in+1871+and+sits+45+feet+about+the+ground%2C+but+high+above+the+bay+on+the+bluff+to+the+west+of+the+bay.++This+wonderful+lighthouse+is+now+a+museum+%28and+a+really+great+one+at+that%29.++The+light+was+replaced+by+the+Sodus+Outer+%28Pierhead%29+Light+in+1901%2C+though+the+current+pierhead+light+was+built+in+1938.++It+is+on+the+Seaway+Trail+which+is+a+great+way+to+see+the+Great+Lakes.,"lake+ontario,lighthouse,new+york,old+sodus+light,seaway+trail+lighthouses,sodus+point,sodus+point+lighthouse",-76.986114,43.273643,http://farm2.staticflickr.com/1431/1423517160_d01d0ca518.jpg
7702423@N04,2007-07-24 13:37:18.0,1190467118,Original+Tower+Location+-+Old+Sodus+Light+%28or+Sodus+Point+Light%2C+Sodus+Point%2C+New+York%29,Old+Sodus+Light+overlooks+Sodus+Bay%2C+New+York+on+Lake+Ontario.++It+was+built+in+1871+and+sits+45+feet+about+the+ground%2C+but+high+above+the+bay+on+the+bluff+to+the+west+of+the+bay.++This+wonderful+lighthouse+is+now+a+museum+%28and+a+really+great+one+at+that%29.++The+light+was+replaced+by+the+Sodus+Outer+%28Pierhead%29+Light+in+1901%2C+though+the+current+pierhead+light+was+built+in+1938.++It+is+on+the+Seaway+Trail+which+is+a+great+way+to+see+the+Great+Lakes.%0A%0APierhead+light+in+the+distance,"lake+ontario,lighthouse,new+york,old+sodus+light,seaway+trail+lighthouses,sodus+point,sodus+point+lighthouse",-76.986114,43.273643,http://farm2.staticflickr.com/1162/1423512902_12e7f589a0.jpg
7702423@N04,2007-07-24 13:46:41.0,1190470241,Old+Sodus+Light+%28or+Sodus+Point+Light%2C+Sodus+Point%2C+New+York%29,Old+Sodus+Light+overlooks+Sodus+Bay%2C+New+York+on+Lake+Ontario.++It+was+built+in+1871+and+sits+45+feet+about+the+ground%2C+but+high+above+the+bay+on+the+bluff+to+the+west+of+the+bay.++This+wonderful+lighthouse+is+now+a+museum+%28and+a+really+great+one+at+that%29.++The+light+was+replaced+by+the+Sodus+Outer+%28Pierhead%29+Light+in+1901%2C+though+the+current+pierhead+light+was+built+in+1938.++It+is+on+the+Seaway+Trail+which+is+a+great+way+to+see+the+Great+Lakes.,"lake+ontario,lighthouse,new+york,sodus+outer+%28pierhead+light%29,sodus+point,sodus+point+lighthouse",-76.986114,43.273643,http://farm2.staticflickr.com/1369/1422814323_36f030e042.jpg
7702423@N04,2007-07-30 16:27:49.0,1190423811,Burlington+Main+Lighthouse,Burlington+Main+Lighthouse%2C+built+in+1837%2C+sits+on+the+south+side+of+the+Burlington+Canal+near+Hamilton%2C+Ontario.++The+lighthouse+looks+out+onto+Lake+Ontario.++The+Lighthouse+sits+next+to+a+bridge+over+the+canal+and+the+Skyway+Bridge.,"burlington+canal,canada,hamilton,lake+ontario,lighthouse,ontario",-79.79546,43.298275,http://farm2.staticflickr.com/1392/1420606224_ea9a14b6f9.jpg
7702423@N04,2007-09-03 13:57:38.0,1188867547,Fiddlers+ReStrung+at+Fulton+County+Fair+%28Wauseon%2C+Ohio%29,Fiddlers+ReStrung+performing+at+the+Fulton+County+Fair+in+Wauseon%2C+Ohio+on+September+3rd%2C+2007+%28Labor+Day%29.++The+Fiddlers+ReStrung+is+a+music+group+composed+of+students+from+Saline+%28Michigan%29+High+School.,"fiddlers+restrung,fulton+county+fair,ohio,saline+high+school,wauseon",-84.151282,41.597504,http://farm2.staticflickr.com/1018/1316824484_eb82906c2f.jpg
7702423@N04,2007-09-03 14:01:39.0,1188867430,Fiddlers+ReStrung+at+Fulton+County+Fair+%28Wauseon%2C+Ohio%29,Fiddlers+ReStrung+performing+at+the+Fulton+County+Fair+in+Wauseon%2C+Ohio+on+September+3rd%2C+2007+%28Labor+Day%29.++The+Fiddlers+ReStrung+is+a+music+group+composed+of+students+from+Saline+%28Michigan%29+High+School.,"fiddlers+restrung,fulton+county+fair,ohio,saline+high+school,wauseon",-84.151282,41.597504,http://farm2.staticflickr.com/1374/1316811574_805a4b3d56.jpg
7702423@N04,2007-09-08 05:43:49.0,1189954397,Saline+Michigan+in+the+Morning,View+of+Michigan+Avenue+in+Saline,"church,michigan,saline,sunrise",-83.780922,42.167172,http://farm2.staticflickr.com/1277/1392440054_e598928d7a.jpg
7702423@N04,2007-09-08 18:30:01.0,1189951999,Fiddlers+Restrung+at+the+Saline+Community+Fair+%282007%29, ,"county+fairs,fiddlers+restrung,michigan,saline,saline+community+fair",-83.795492,42.212467,http://farm2.staticflickr.com/1163/1392294138_22296649f8.jpg
7702423@N04,2007-09-28 07:30:56.0,1191198497,Eastern+Great+Lakes+Innovative+Users+Group+%282007+Meeting+at+Akron%29,The+2007+meeting+of+the+Eastern+Great+Lakes+Innovative+Users+Group.++It+was+held+on+September+28%2C+2007+at+the+Student+Union+of+the+University+of+Akron.,"akron,eastern+great+lakes+innovative+users+group,egl-iug,ohio,university+of+akron",-81.512289,41.075679,http://farm2.staticflickr.com/1389/1465698578_6492699294.jpg
7702423@N04,2007-09-28 07:53:25.0,1191198512,Eastern+Great+Lakes+Innovative+Users+Group+%282007+Meeting+at+Akron%29,The+2007+meeting+of+the+Eastern+Great+Lakes+Innovative+Users+Group.++It+was+held+on+September+28%2C+2007+at+the+Student+Union+of+the+University+of+Akron.%0A%0AMark+Strang+from+Bowling+Green+State+University+in+Ohio.,"akron,eastern+great+lakes+innovative+users+group,egl-iug,ohio,university+of+akron",-81.512289,41.075679,http://farm2.staticflickr.com/1185/1465699416_01fa0e3b09.jpg
7702423@N04,2007-09-28 09:14:37.0,1191198473,Eastern+Great+Lakes+Innovative+Users+Group+%282007+Meeting+at+Akron%29,The+2007+meeting+of+the+Eastern+Great+Lakes+Innovative+Users+Group.++It+was+held+on+September+28%2C+2007+at+the+Student+Union+of+the+University+of+Akron.,"akron,eastern+great+lakes+innovative+users+group,egl-iug,ohio,university+of+akron",-81.512289,41.075679,http://farm2.staticflickr.com/1216/1465697300_6cf954b9b8.jpg
7702423@N04,2007-10-23 14:18:22.0,1193187474,Hatcher+Library+%28University+of+Michigan%29,Looking+up+at+the+Hatcher+Library.,"ann+arbor,hatcher+library,michigan,university+of+michigan",-83.738329,42.276626,http://farm3.staticflickr.com/2045/1718949604_c77951c2a4.jpg
7702423@N04,2007-11-14 20:36:00.0,1195178493,Fiddlers+ReStrung+at+Brookhaven+Manor+%28Ann+Arbor%2C+Michigan%29,Fiddlers+ReStrung+performing+at+Brookhaven+Manor+%28Ann+Arbor%2C+Michigan%29+retirement+home+on+November+14%2C2007.,"ann+arbor,brookhaven+manor,fiddlers+restrung,michigan",-83.75307,42.245627,http://farm3.staticflickr.com/2362/2035734005_339521b478.jpg
7702423@N04,2007-11-21 21:52:03.0,1196129450,Detroit+Pistons+vs.+New+York+Knicks+%28November+21%2C+2007%29,Detroit+Pistons+vs.+the+New+York+Knicks+on+November+21%2C+2007+at+the+Palace+at+Auburn+Hills+%28Michigan%29.++Detroit+won+the+game+98+to+86+over+the+Knicks.,"auburn+hills,basketball,detroit+pistons,michigan,nba,new+york+knicks,palace+at+auburn+hills",-83.245768,42.697213,http://farm3.staticflickr.com/2101/2066866341_e920db92a8.jpg
7702423@N04,2007-11-21 23:32:01.0,1196129486,Detroit+Pistons+vs.+New+York+Knicks+%28November+21%2C+2007%29,Detroit+Pistons+vs.+the+New+York+Knicks+on+November+21%2C+2007+at+the+Palace+at+Auburn+Hills+%28Michigan%29.++Detroit+won+the+game+98+to+86+over+the+Knicks.,"auburn+hills,basketball,detroit+pistons,michigan,nba,new+york+knicks,palace+at+auburn+hills",-83.245768,42.697213,http://farm3.staticflickr.com/2120/2067665470_716a7e9d41.jpg
7702423@N04,2007-12-17 14:01:41.0,1198718928,Ross+School+of+Business+Construction+%28Univ.+of+Michigan%29,Taken+in+December+2007+after+a+nice+snowfall%2C+here+are+some+shots+of+the+University+of+Michigan%27s+Ross+School+of+Business.++These+are+mostly+of+the+new+Ross+School+building%2C+but+also+my+home+away+from+home%2C+the+Kresge+Business+Administration+Library.,"ann+arbor,construction,michigan,ross+school+of+business,university+of+michigan",-83.737814,42.272529,http://farm3.staticflickr.com/2293/2139202825_72b590757d.jpg
7702423@N04,2008-01-24 13:37:28.0,1201312215,Fiddlers+ReStrung+Performing+at+the+Burger+School+for+Students+with+Autism+%28Garden+City%2C+Michigan%29,The+Fiddlers+ReStrung+performing+at+the+Burger+School+for+Students+with+Autism+%28East%29+in+Garden+City%2C+Michigan+on+January+24%2C+2008.++The+kids+from+the+Burger+School+were+encouraged+to+dance+on+the+floor+and+they+certainly+did.,"burger+school+for+students+with+autism,fiddlers+restrung,garden+city,michigan,saline+high+school",-83.328938,42.335786,http://farm3.staticflickr.com/2329/2219952492_6f26159a20.jpg
7702423@N04,2008-01-24 13:46:36.0,1201312421,Fiddlers+ReStrung+Performing+at+the+Burger+School+for+Students+with+Autism+%28Garden+City%2C+Michigan%29,The+Fiddlers+ReStrung+performing+at+the+Burger+School+for+Students+with+Autism+%28East%29+in+Garden+City%2C+Michigan+on+January+24%2C+2008.++The+kids+from+the+Burger+School+were+encouraged+to+dance+on+the+floor+and+they+certainly+did.,"burger+school+for+students+with+autism,fiddlers+restrung,garden+city,michigan,saline+high+school",-83.328938,42.335786,http://farm3.staticflickr.com/2290/2219164567_1803f473f6.jpg
7702423@N04,2008-01-24 18:28:41.0,1201315447,Fiddlers+ReStrung+Rehersing+with+the+Michigan+State+University+Philharmonic+Orchestra,The+Fiddlers+ReStrung+rehersing+on+January+24%2C+2008+for+their+concert+with+the+Michigan+State+University%27s+Philharmonic+Orchestra.++The+rehersal+was+in+the+Music+Building+on+the+Michigan+State+Campus.++The+concert+will+be+on+Thursday+January+31%2C+2008+at+the+Fairchild+Theater+at+Michigan+State+University.++Besides+playing+soome+pieces+as+soloists%2C+they+will+perform+with+the+Orchestra+in+the+Organge+Blossom+Special.,"east+lansing,fiddlers+restrung,michigan,michigan+state+university,philharmonic+orchestra,saline+high+school",-84.484605,42.732355,http://farm3.staticflickr.com/2293/2219235025_ff85a4dfcb.jpg
7702423@N04,2008-01-24 18:39:16.0,1201315508,Fiddlers+ReStrung+Rehersing+with+the+Michigan+State+University+Philharmonic+Orchestra,The+Fiddlers+ReStrung+rehersing+on+January+24%2C+2008+for+their+concert+with+the+Michigan+State+University%27s+Philharmonic+Orchestra.++The+rehersal+was+in+the+Music+Building+on+the+Michigan+State+Campus.++The+concert+will+be+on+Thursday+January+31%2C+2008+at+the+Fairchild+Theater+at+Michigan+State+University.++Besides+playing+soome+pieces+as+soloists%2C+they+will+perform+with+the+Orchestra+in+the+Organge+Blossom+Special.,"east+lansing,fiddlers+restrung,michigan,michigan+state+university,philharmonic+orchestra,saline+high+school",-84.484605,42.732355,http://farm3.staticflickr.com/2131/2219236667_543138231c.jpg
