user_id,time,upload_time,title,description,tag,longitute,latitute,url
123443334@N07,2014-04-17 09:20:22.0,1397751622,Grand+County%2C+Utah,Grand+County%0AUtah,"grandcounty,roadtrip,unitedstates,usa,utah",-109.122992,39.1796,http://farm8.staticflickr.com/7048/13913018764_875c16eb1f.jpg
123443334@N07,2014-04-17 09:21:26.0,1397751686,Grand+County%2C+Utah,Grand+County%0AUtah,"grandcounty,roadtrip,unitedstates,usa,utah",-109.368117,38.969222,http://farm4.staticflickr.com/3695/13889495806_66108d8130.jpg
123443334@N07,2014-04-17 09:28:53.0,1397752133,Grand+County%2C+Utah,Grand+County%0AUtah,"grandcounty,roadtrip,unitedstates,usa,utah",-109.799706,38.848852,http://farm4.staticflickr.com/3738/13912731613_7a028cda4f.jpg
123443334@N07,2014-04-17 09:30:35.0,1397752235,Grand+County%2C+Utah,Grand+County%0AUtah,"grandcounty,roadtrip,unitedstates,usa,utah",-109.760859,38.797119,http://farm3.staticflickr.com/2867/13912746393_d0b77bd5d4.jpg
123443334@N07,2014-04-17 09:31:09.0,1397752269,Grand+County%2C+Utah,Grand+County%0AUtah,"grandcounty,roadtrip,unitedstates,usa,utah",-109.749939,38.777047,http://farm8.staticflickr.com/7198/13889584926_632d2d3548.jpg
123443334@N07,2014-04-17 09:34:59.0,1397752499,Grand+County%2C+Utah,Grand+County%0AUtah,"grandcounty,roadtrip,unitedstates,usa,utah",-109.704139,38.713138,http://farm6.staticflickr.com/5220/13889621062_2601edacb9.jpg
123443334@N07,2014-04-17 09:35:32.0,1397752532,Grand+County%2C+Utah,Grand+County%0AUtah,"grandcounty,roadtrip,unitedstates,usa,utah",-109.702103,38.706927,http://farm8.staticflickr.com/7019/13912739855_b2d3b26938.jpg
123443334@N07,2014-04-17 09:36:52.0,1397752612,Grand+County%2C+Utah,Grand+County%0AUtah,"grandcounty,roadtrip,unitedstates,usa,utah",-109.696839,38.69038,http://farm4.staticflickr.com/3694/13889639842_7df29e9591.jpg
123443334@N07,2014-04-17 09:40:53.0,1397752853,Grand+County%2C+Utah,Grand+County%0AUtah,"grandcounty,roadtrip,unitedstates,usa,utah",-109.660545,38.633297,http://farm4.staticflickr.com/3724/13889680096_5a06f51f2d.jpg
123443334@N07,2014-04-17 09:41:33.0,1397752893,Grand+County%2C+Utah,Grand+County%0AUtah,"grandcounty,roadtrip,unitedstates,usa,utah",-109.651237,38.626697,http://farm8.staticflickr.com/7109/13912800795_e4fdd90d40.jpg
123443334@N07,2014-04-17 09:44:19.0,1397753059,Grand+County%2C+Utah,Grand+County%0AUtah,"grandcounty,roadtrip,unitedstates,usa,utah",-109.609323,38.611819,http://farm4.staticflickr.com/3721/13889715712_467a940105.jpg
123443334@N07,2014-04-17 09:45:20.0,1397753120,Grand+County%2C+Utah,Grand+County%0AUtah,"grandcounty,roadtrip,unitedstates,usa,utah",-109.620956,38.616541,http://farm4.staticflickr.com/3764/13912892603_b4a0d45eff.jpg
123443334@N07,2014-04-17 09:45:37.0,1397753137,Grand+County%2C+Utah,Grand+County%0AUtah,"grandcounty,roadtrip,unitedstates,usa,utah",-109.620973,38.61655,http://farm8.staticflickr.com/7458/13912895263_86a8819c57.jpg
123443334@N07,2014-04-17 09:46:44.0,1397753204,Grand+County%2C+Utah,Grand+County%0AUtah%0AArches+Entrance+Road,"archesentranceroad,grandcounty,roadtrip,unitedstates,usa,utah",-109.620589,38.615616,http://farm4.staticflickr.com/3668/13889734751_9cf2851161.jpg
123443334@N07,2014-04-17 09:57:58.0,1397753878,Grand+County%2C+Utah,Grand+County%0AUtah%0AArches+Entrance+Road,"archesentranceroad,grandcounty,roadtrip,unitedstates,usa,utah",-109.607698,38.617602,http://farm4.staticflickr.com/3683/13913016493_ec08ea4c45.jpg
123443334@N07,2014-04-17 10:01:58.0,1397754118,Grand+County%2C+Utah,Grand+County%0AUtah%0AArches+Entrance+Road,"archesentranceroad,grandcounty,roadtrip,unitedstates,usa,utah",-109.606195,38.619397,http://farm3.staticflickr.com/2862/13912998925_e7be6ea3ec.jpg
123443334@N07,2014-04-17 10:03:57.0,1397754237,Grand+County%2C+Utah,Grand+County%0AUtah%0AArches+Entrance+Road,"archesentranceroad,grandcounty,roadtrip,unitedstates,usa,utah",-109.605103,38.620083,http://farm8.staticflickr.com/7060/13913076053_9b5a7cdb98.jpg
123443334@N07,2014-04-17 10:06:11.0,1397754371,Grand+County%2C+Utah,Grand+County%0AUtah%0AArches+Entrance+Road,"archesentranceroad,grandcounty,roadtrip,unitedstates,usa,utah",-109.603081,38.619738,http://farm8.staticflickr.com/7272/13913042445_3d3b598e09.jpg
123443334@N07,2014-04-17 10:08:11.0,1397754491,Grand+County%2C+Utah,Grand+County%0AUtah%0AArches+Entrance+Road,"archesentranceroad,grandcounty,roadtrip,unitedstates,usa,utah",-109.601028,38.623097,http://farm8.staticflickr.com/7323/13889949206_823be1ec6e.jpg
123443334@N07,2014-04-17 10:25:33.0,1397755533,Grand+County%2C+Utah,Grand+County%0AUtah%0AArches+Entrance+Road,"archesentranceroad,grandcounty,roadtrip,unitedstates,usa,utah",-109.595725,38.629911,http://farm4.staticflickr.com/3736/13890107646_410099e71e.jpg
123443334@N07,2014-04-17 10:30:21.0,1397755821,Grand+County%2C+Utah,Grand+County%0AUtah%0AArches+Entrance+Road%0APark+Avenue,"archesentranceroad,grandcounty,parkavenue,roadtrip,unitedstates,usa,utah",-109.600175,38.636713,http://farm4.staticflickr.com/3786/13890152341_3cbc62bcbd.jpg
123443334@N07,2014-04-17 10:32:36.0,1397755956,Grand+County%2C+Utah,Grand+County%0AUtah%0AArches+Entrance+Road,"archesentranceroad,grandcounty,roadtrip,unitedstates,usa,utah",-109.601317,38.638138,http://farm6.staticflickr.com/5057/13890176226_f876f2c165.jpg
123443334@N07,2014-04-17 10:38:03.0,1397756283,Grand+County%2C+Utah,Grand+County%0AUtah%0AArches+Entrance+Road,"archesentranceroad,grandcounty,roadtrip,unitedstates,usa,utah",-109.602067,38.638588,http://farm4.staticflickr.com/3697/13913344205_d10a74cc4c.jpg
123443334@N07,2014-04-17 10:41:50.0,1397756510,Grand+County%2C+Utah,Grand+County%0AUtah%0AArches+Entrance+Road,"archesentranceroad,grandcounty,roadtrip,unitedstates,usa,utah",-109.597825,38.649433,http://farm4.staticflickr.com/3743/13890266816_e566b7b00d.jpg
123443334@N07,2014-04-17 10:48:08.0,1397756888,Grand+County%2C+Utah,Grand+County%0AUtah%0AArches+Entrance+Road,"archesentranceroad,grandcounty,roadtrip,unitedstates,usa,utah",-109.59427,38.653613,http://farm4.staticflickr.com/3804/13913865444_5be80803b6.jpg
123443334@N07,2014-04-17 10:49:17.0,1397756957,Grand+County%2C+Utah,Grand+County%0AUtah%0AArches+Entrance+Road,"archesentranceroad,grandcounty,roadtrip,unitedstates,usa,utah",-109.593689,38.654308,http://farm8.staticflickr.com/7076/13890342276_38b50f66b6.jpg
123443334@N07,2014-04-17 10:50:26.0,1397757026,Grand+County%2C+Utah,Grand+County%0AUtah%0AArches+Entrance+Road,"archesentranceroad,grandcounty,roadtrip,unitedstates,usa,utah",-109.592873,38.654838,http://farm4.staticflickr.com/3680/13890353071_da08c78e02.jpg
123443334@N07,2014-04-17 11:00:21.0,1397757621,Grand+County%2C+Utah,Grand+County%0AUtah%0AArches+Entrance+Road,"archesentranceroad,grandcounty,roadtrip,unitedstates,usa,utah",-109.587937,38.660325,http://farm6.staticflickr.com/5576/13890452822_420ba150af.jpg
123443334@N07,2014-04-17 11:12:06.0,1397758326,Grand+County%2C+Utah,Grand+County%0AUtah%0AArches+Entrance+Road,"archesentranceroad,grandcounty,roadtrip,unitedstates,usa,utah",-109.588137,38.669788,http://farm8.staticflickr.com/7388/13914100354_eca9b8fdcf.jpg
123443334@N07,2014-04-17 11:12:32.0,1397758352,Grand+County%2C+Utah,Grand+County%0AUtah%0AArches+Entrance+Road,"archesentranceroad,grandcounty,roadtrip,unitedstates,usa,utah",-109.588142,38.670105,http://farm6.staticflickr.com/5251/13890570591_dbee4b7ba5.jpg
123443334@N07,2014-04-17 11:13:29.0,1397758409,Grand+County%2C+Utah,Grand+County%0AUtah%0AArches+Entrance+Road,"archesentranceroad,grandcounty,roadtrip,unitedstates,usa,utah",-109.588098,38.670555,http://farm8.staticflickr.com/7170/13890579281_2d9b6ab0e8.jpg
123443334@N07,2014-04-17 11:15:38.0,1397758538,Grand+County%2C+Utah,Grand+County%0AUtah%0AArches+Entrance+Road,"archesentranceroad,grandcounty,roadtrip,unitedstates,usa,utah",-109.588098,38.670555,http://farm3.staticflickr.com/2891/13890602646_c9aa9ec259.jpg
123443334@N07,2014-04-17 11:16:15.0,1397758575,Grand+County%2C+Utah,Grand+County%0AUtah%0AArches+Entrance+Road,"archesentranceroad,grandcounty,roadtrip,unitedstates,usa,utah",-109.588098,38.670555,http://farm8.staticflickr.com/7007/13913779843_c94bd13a1a.jpg
123443334@N07,2014-04-17 11:16:27.0,1397758587,Grand+County%2C+Utah,Grand+County%0AUtah%0AArches+Entrance+Road,"archesentranceroad,grandcounty,roadtrip,unitedstates,usa,utah",-109.588098,38.670555,http://farm4.staticflickr.com/3808/13890607382_53f2d7c55f.jpg
123443334@N07,2014-04-17 11:22:39.0,1397758959,Grand+County%2C+Utah,Grand+County%0AUtah%0AArches+Entrance+Road,"archesentranceroad,grandcounty,roadtrip,unitedstates,usa,utah",-109.587884,38.672908,http://farm8.staticflickr.com/7168/13890666531_01c426aaa0.jpg
123443334@N07,2014-04-17 11:24:04.0,1397759044,Grand+County%2C+Utah,Grand+County%0AUtah%0AArches+Entrance+Road,"archesentranceroad,grandcounty,roadtrip,unitedstates,usa,utah",-109.587709,38.674058,http://farm8.staticflickr.com/7006/13913793835_8f8e71ba48.jpg
123443334@N07,2014-04-17 11:25:14.0,1397759114,Grand+County%2C+Utah,Grand+County%0AUtah%0AArches+Entrance+Road,"archesentranceroad,grandcounty,roadtrip,unitedstates,usa,utah",-109.587587,38.674858,http://farm4.staticflickr.com/3776/13914228854_0cd557c7c8.jpg
123443334@N07,2014-04-17 11:27:05.0,1397759225,Grand+County%2C+Utah,Grand+County%0AUtah%0AArches+Entrance+Road,"archesentranceroad,grandcounty,roadtrip,unitedstates,usa,utah",-109.587387,38.676097,http://farm4.staticflickr.com/3749/13913823705_2664f9407e.jpg
123443334@N07,2014-04-17 11:30:56.0,1397759456,Grand+County%2C+Utah,Grand+County%0AUtah%0AArches+Entrance+Road,"archesentranceroad,grandcounty,roadtrip,unitedstates,usa,utah",-109.586395,38.678883,http://farm3.staticflickr.com/2923/13913861465_92991d0386.jpg
123443334@N07,2014-04-17 11:31:35.0,1397759495,Grand+County%2C+Utah,Grand+County%0AUtah%0AArches+Entrance+Road,"archesentranceroad,grandcounty,roadtrip,unitedstates,usa,utah",-109.586242,38.67913,http://farm8.staticflickr.com/7458/13914290664_451f144612.jpg
123443334@N07,2014-04-17 11:32:07.0,1397759527,Grand+County%2C+Utah,Grand+County%0AUtah%0AArches+Entrance+Road,"archesentranceroad,grandcounty,roadtrip,unitedstates,usa,utah",-109.586098,38.679333,http://farm8.staticflickr.com/7206/13890757392_af3ecf45b1.jpg
123443334@N07,2014-04-17 11:36:26.0,1397759786,Grand+County%2C+Utah,Grand+County%0AUtah%0AArches+Entrance+Road,"archesentranceroad,grandcounty,roadtrip,unitedstates,usa,utah",-109.5831,38.682041,http://farm4.staticflickr.com/3675/13890801641_704071ceac.jpg
123443334@N07,2014-04-17 11:37:33.0,1397759853,Grand+County%2C+Utah,Grand+County%0AUtah%0AArches+Entrance+Road,"archesentranceroad,grandcounty,roadtrip,unitedstates,usa,utah",-109.582498,38.682755,http://farm8.staticflickr.com/7106/13914350214_80caf0388c.jpg
